İl	İlçe	Köy	Merkeze uzaklık (km)	Birincil Öncelik	İkincil	Üçüncül	Telefon	Çocuk	Kadın	Yetişkin	Yaşlı	Hane	Yıkılan	Bilgi Alınan Vakit	Ek
Gaziantep	Nurdağı	Belpınar	57.37	Barınma (Çadır, konteyner gibi)	Teknik yardım (Powerbank,el fen	Kıyafet(Ayakkabı, çorap, iç çam	05437879879	100	120	240	110		75	12/02/23 10:00	GUNCEL EKSIK: Çadır, battaniye, kuru gıda////Araç var yakıt yok. Çadır desteği gerek mevcut çadır sayısı 10. edit: Çadır, Battaniye, Yem, Kuru Bakliyat
Gaziantep	Nurdağı	Balıkalan	51.62	Barınma (Çadır, konteyner gibi)	Tıbbi yardım malzemeleri	Gıda (ekmek,su,paketli gıda)	05300425750	160		130	10		10	12/02/23 10:00	GUNCEL EKSIK: YOK ////Araç var yakıt yok. edit: Acil ihtiyaç yok
Gaziantep	Nurdağı	Ataköy	43.46	Barınma (Çadır, konteyner gibi)	Teknik yardım (Powerbank,el fen	Gıda (ekmek,su,paketli gıda)	05396203736	3		17	30		0	12/02/23 10:00	GUNCEL IHTIYAC: Çadır 10 tane//// Ulaşım var ama hasarlı. edit: Çadır, Kömür ve Odun desteği talep edildi.
Gaziantep	Islahiye	Başpınar	60.49	Barınma (Çadır, konteyner gibi)	Tıbbi yardım malzemeleri	Gıda (ekmek,su,paketli gıda)		120	240	490	90		60		Araba var yakıt yok. 15 adet çadır gitmiş. edit: Birkaç Çadıra ihtiyaç var. Başka eksikleri yok.
Gaziantep	Nurdağı	Sayburun	53.67	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05426480757	100	175	200	50		6	12/02/23 13:30	GUNCEL EKSIK: Isınma, 50 çadır
Gaziantep	Islahiye	Zincirli	62.66	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	05368522074						12	08/02/23 20:33	Köyün nüfusu 300, 50 hanelik bir köy.
Gaziantep	Nurdağı	Sakçagözü	42.15	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05336849345			4600			200	12/02/23 13:24	GUNCEL EKSIK: kuru gıda, ısınma, 7000lik nüfus çadır eksik ////150 kişi kurtarılmış.
Gaziantep	Islahiye	Yeşilova	55.30	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)							50	2	08/02/23 19:41	Tüm ihtiyaçlar gelmiş ama ÇADIR yok.
Kahramanmaraş	Dulkadiroğlu	Demirciler	49.96	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam			15		109	6		3	08/02/23 19:17	yardım gelmiş. çadır var.
Gaziantep	Nurdağı	Hisar	43.14	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05308720054	300	750	1000	200			12/02/23 13:50	GUNCEL EKSİK: 70e yakın çadır ihtiyacı,kuru gıda////5 kişi kurtarıldı.
Gaziantep	Nurdağı	Tüllüce	46.25	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05468903411	150			50		5	12/02/23 13:15	GUNCEL EKSIK: YOK
Gaziantep	Nurdağı	Toplamalar	53.31	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05444175050	200			125		30	12/02/23 13:32	GUNCEL EKSIK: 30 ÇADIR
Gaziantep	Nurdağı	Naimler	45.60	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05438938044						0	08/02/23 19:00	Yıkılan bina yok hasarlı binalar var.
Gaziantep	Islahiye	Kırıkçalı	67.98	Barınma (Çadır, konteyner gibi)	Teknik yardım (Powerbank,el fen		05358885750								köyün nüfusu 500 çoğuu yaşlı kişiler. evlerin tamamı yıkık. 20 kadar bebek var. Gıda talepleri yok. Gıdayı şimdilik itfaiyeden alıyorlarmış. ÇADIR ihtiyacı var. Diğer ihtiyaçları karşılanmış.
Gaziantep	Islahiye	Şahmaran	59.29	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Tıbbi yardım malzemeleri				250				12/02/23 12:20	GUNCEL EKSIK: kimse gelmedi Çadır////Üst giyim gelmiş ama çorap, çocuk ve kadınlar için iç çamaşır, bebekler için mama, genel gıda ve temizlik malzemesi ihtiyacı var.
Gaziantep	Nurdağı	İçerisu	48.81	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05437711098	50	350	700	40		20	12/02/23 13:05	GUNCEL EKSIK: YOK
Gaziantep	Nurdağı	Emirler	45.67	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05324951126	25	60	100	30		3	12/02/23 10:00	GUNCEL EKSIK: 8 çadır,seyyar kablo,kömür gibi ısınma iht.
Gaziantep	Nurdağı	Durmuşlar	48.50	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	05304974171	350	500	1100	150		0	12/02/23 10:00	GUNCEL EKSIK:50 ÇADIR
Gaziantep	Islahiye	Güllühöyük	61.82	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Teknik yardım (Powerbank,el fen							100		
Gaziantep	Nurdağı	Kırkpınar	45.92	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05384048078			340			1		afad gitmemiş, jandarma gitmiş. köyün kendi yolu yokmuş, başka yol kullanılıyor. nurdağı ziyaret yolu, tren yolu köprüsü ve yakınındaki diğer köy yolları ciddi hasarlı, acilen yol iyileştirmesi yapılması gerekiyor.
Gaziantep	Nurdağı	Kırışkal	50.70	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05426480757	45		190	52		30		acil yardım bekleniyor
Gaziantep	Islahiye	Ağabey	70.60	Hijyen ve sağlık( Ped, bebek be	Tıbbi yardım malzemeleri	Barınma (Çadır, konteyner gibi)	05358885750	50	200					12/02/23 12:13	GUNCEL EKSIK: YOK ////Islahiye İdilli köyü yolu kapalı. 50 büyük çadır gerekiyor. 50 bebek var. Keçilerden de telef var. Sayı belirtilmedi.
